"uid","Name (greeting)","Name (survey)","E-mail","elso_szintu_szegmentacio_a","elso_szintu_szegmentacio_b","Department","Hierarchy level","mukodesi_terulet","iranyitasi_szint","Questionnaire language"
"resp1980","resp1980","resp1980","resp1980@example.com","üzlet","OPERÁCIÓS VIGH","Hírlap Ig.","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp1981","resp1981","resp1981","resp1981@example.com","üzlet","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","E","keleti régió","Végrehajtás","Hungarian (formal)"
"resp1982","resp1982","resp1982","resp1982@example.com","ellenőrzés","LAKOSSÁGI VIGH","Kp.i Területi Ig.","E","központi régió","Üzleti irányítás","Hungarian (formal)"
"resp1983","resp1983","resp1983","resp1983@example.com","HR","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","E","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp1984","resp1984","resp1984","resp1984@example.com","biztonság","-","Biztonsági Főigazgatóság","E","keleti régió","Szolgáltatás","Hungarian (formal)"
"resp1985","resp1985","resp1985","resp1985@example.com","hálózat","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","TL","keleti régió","Végrehajtás","Hungarian (formal)"
"resp1986","resp1986","resp1986","resp1986@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp1987","resp1987","resp1987","resp1987@example.com","IT","-","Informatikai Vezérig-helyettesi ter.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp1988","resp1988","resp1988","resp1988@example.com","üzlet","LAKOSSÁGI VIGH","Kp.i Területi Ig.","E","központi régió","Végrehajtás","Hungarian (formal)"
"resp1989","resp1989","resp1989","resp1989@example.com","IT","-","Informatikai Vezérig-helyettesi ter.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp1990","resp1990","resp1990","resp1990@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","TL","központi régió","Végrehajtás","Hungarian (formal)"
"resp1991","resp1991","resp1991","resp1991@example.com","hálózat","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","MM","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp1992","resp1992","resp1992","resp1992@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp1993","resp1993","resp1993","resp1993@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","TL","központi régió","Végrehajtás","Hungarian (formal)"
"resp1994","resp1994","resp1994","resp1994@example.com","biztonság","-","Biztonsági Főigazgatóság","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp1995","resp1995","resp1995","resp1995@example.com","hálózat","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","TL","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp1996","resp1996","resp1996","resp1996@example.com","üzlet","LAKOSSÁGI VIGH","Pénzforgalmi Értékesítési Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp1997","resp1997","resp1997","resp1997@example.com","üzlet","VÁLLALATI VIGH","Csomag Termékmenedzsment Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp1998","resp1998","resp1998","resp1998@example.com","üzlet","VÁLLALATI VIGH","Vállalati Értékesítési Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp1999","resp1999","resp1999","resp1999@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp2000","resp2000","resp2000","resp2000@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","MM","központi régió","Végrehajtás","Hungarian (formal)"
"resp2001","resp2001","resp2001","resp2001@example.com","IT","-","Informatikai Vezérig-helyettesi ter.","E","nyugati régió","Szolgáltatás","Hungarian (formal)"
"resp2002","resp2002","resp2002","resp2002@example.com","üzlet","VÁLLALATI VIGH","Levél Termékmenedzsment Ig.","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp2003","resp2003","resp2003","resp2003@example.com","gazdálkodás","GAZDASÁGI VIGH","Treasury Ig.","TM","országos szintű","Társaságirányítás","Hungarian (formal)"
"resp2004","resp2004","resp2004","resp2004@example.com","biztonság","-","Biztonsági Főigazgatóság","E","keleti régió","Szolgáltatás","Hungarian (formal)"
"resp2005","resp2005","resp2005","resp2005@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","TL","központi régió","Végrehajtás","Hungarian (formal)"
"resp2006","resp2006","resp2006","resp2006@example.com","törzskari","Törzskari FŐIG","Adatmenedzsment és Dok. Kp.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp2007","resp2007","resp2007","resp2007@example.com","hálózat","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","TL","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp2008","resp2008","resp2008","resp2008@example.com","üzlet","OPERÁCIÓS VIGH","Hírlap Ig.","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp2009","resp2009","resp2009","resp2009@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","E","központi régió","Üzleti irányítás","Hungarian (formal)"
"resp2010","resp2010","resp2010","resp2010@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","TL","központi régió","Végrehajtás","Hungarian (formal)"
"resp2011","resp2011","resp2011","resp2011@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp2012","resp2012","resp2012","resp2012@example.com","ellenőrzés","Ellenőrzési IG","Működésellenőrzési Kp.","E","országos szintű","Társaságirányítás","Hungarian (formal)"
"resp2013","resp2013","resp2013","resp2013@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","keleti régió","Végrehajtás","Hungarian (formal)"
"resp2014","resp2014","resp2014","resp2014@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","TL","központi régió","Végrehajtás","Hungarian (formal)"
"resp2015","resp2015","resp2015","resp2015@example.com","biztonság","-","Biztonsági Főigazgatóság","E","országos szintű","Társaságirányítás","Hungarian (formal)"
"resp2016","resp2016","resp2016","resp2016@example.com","hálózat","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","TL","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp2017","resp2017","resp2017","resp2017@example.com","biztonság","-","Biztonsági Főigazgatóság","TL","országos szintű","Társaságirányítás","Hungarian (formal)"
"resp2018","resp2018","resp2018","resp2018@example.com","HR","LAKOSSÁGI VIGH","Kp.i Területi Ig.","E","központi régió","Végrehajtás","Hungarian (formal)"
"resp2019","resp2019","resp2019","resp2019@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp2020","resp2020","resp2020","resp2020@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp2021","resp2021","resp2021","resp2021@example.com","IT","-","Informatikai Vezérig-helyettesi ter.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp2022","resp2022","resp2022","resp2022@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","TL","központi régió","Végrehajtás","Hungarian (formal)"
"resp2023","resp2023","resp2023","resp2023@example.com","üzlet","OPERÁCIÓS VIGH","Hírlap Ig.","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp2024","resp2024","resp2024","resp2024@example.com","gazdálkodás","OPERÁCIÓS VIGH","Társasági Szolgáltatások Ig.","E","nyugati régió","Szolgáltatás","Hungarian (formal)"
"resp2025","resp2025","resp2025","resp2025@example.com","HR","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","E","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp2026","resp2026","resp2026","resp2026@example.com","üzlet","LAKOSSÁGI VIGH","Posta Elszámoló Kp.","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp2027","resp2027","resp2027","resp2027@example.com","üzlet","VÁLLALATI VIGH","Csomag Termékmenedzsment Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp2028","resp2028","resp2028","resp2028@example.com","hálózat","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","TL","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp2029","resp2029","resp2029","resp2029@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","TL","központi régió","Végrehajtás","Hungarian (formal)"
"resp2030","resp2030","resp2030","resp2030@example.com","IT","-","Informatikai Vezérig-helyettesi ter.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp2031","resp2031","resp2031","resp2031@example.com","HR","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","E","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp2032","resp2032","resp2032","resp2032@example.com","gazdálkodás","GAZDASÁGI VIGH","Beszerzési Ig.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp2033","resp2033","resp2033","resp2033@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp2034","resp2034","resp2034","resp2034@example.com","törzskari","Törzskari FŐIG","Jogi Ig.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp2035","resp2035","resp2035","resp2035@example.com","hálózat","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","TL","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp2036","resp2036","resp2036","resp2036@example.com","üzlet","-","Marketingkommunikációs Ig.","TM","országos szintű","Társaságirányítás","Hungarian (formal)"
"resp2037","resp2037","resp2037","resp2037@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","TL","központi régió","Végrehajtás","Hungarian (formal)"
"resp2038","resp2038","resp2038","resp2038@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp2039","resp2039","resp2039","resp2039@example.com","hálózat","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","TL","keleti régió","Üzleti irányítás","Hungarian (formal)"
"resp2040","resp2040","resp2040","resp2040@example.com","üzlet","VÁLLALATI VIGH","Vállalati Értékesítési Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp2041","resp2041","resp2041","resp2041@example.com","hálózat","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","MM","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp2042","resp2042","resp2042","resp2042@example.com","hálózat","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","TL","keleti régió","Végrehajtás","Hungarian (formal)"
"resp2043","resp2043","resp2043","resp2043@example.com","HR","Humánerőforrás FŐIG","Humánerőforrás Főig. közvetlen","E","országos szintű","Társaságirányítás","Hungarian (formal)"
"resp2044","resp2044","resp2044","resp2044@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","MM","központi régió","Végrehajtás","Hungarian (formal)"
"resp2045","resp2045","resp2045","resp2045@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","TL","központi régió","Végrehajtás","Hungarian (formal)"
"resp2046","resp2046","resp2046","resp2046@example.com","hálózat","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","TL","keleti régió","Végrehajtás","Hungarian (formal)"
"resp2047","resp2047","resp2047","resp2047@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","MM","központi régió","Végrehajtás","Hungarian (formal)"
"resp2048","resp2048","resp2048","resp2048@example.com","IT","-","Informatikai Vezérig-helyettesi ter.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp2049","resp2049","resp2049","resp2049@example.com","üzlet","LAKOSSÁGI VIGH","Pénzforg. Termékmen. és Fejl. Ig.","TM","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp2050","resp2050","resp2050","resp2050@example.com","gazdálkodás","GAZDASÁGI VIGH","Pénzügyi és Számviteli Ig.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp2051","resp2051","resp2051","resp2051@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","központi régió","Végrehajtás","Hungarian (formal)"
"resp2052","resp2052","resp2052","resp2052@example.com","gazdálkodás","OPERÁCIÓS VIGH","Társasági Szolgáltatások Ig.","E","keleti régió","Szolgáltatás","Hungarian (formal)"
"resp2053","resp2053","resp2053","resp2053@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp2054","resp2054","resp2054","resp2054@example.com","gazdálkodás","OPERÁCIÓS VIGH","Társasági Szolgáltatások Ig.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp2055","resp2055","resp2055","resp2055@example.com","gazdálkodás","GAZDASÁGI VIGH","GAZDASÁGI VIGH közvetlen","TM","országos szintű","Társaságirányítás","Hungarian (formal)"
"resp2056","resp2056","resp2056","resp2056@example.com","hálózat","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","MM","keleti régió","Végrehajtás","Hungarian (formal)"
"resp2057","resp2057","resp2057","resp2057@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp2058","resp2058","resp2058","resp2058@example.com","IT","-","Informatikai Vezérig-helyettesi ter.","E","nyugati régió","Szolgáltatás","Hungarian (formal)"
"resp2059","resp2059","resp2059","resp2059@example.com","IT","-","Informatikai Vezérig-helyettesi ter.","E","nyugati régió","Szolgáltatás","Hungarian (formal)"
"resp2060","resp2060","resp2060","resp2060@example.com","üzlet","VÁLLALATI VIGH","Levél Termékmenedzsment Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp2061","resp2061","resp2061","resp2061@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp2062","resp2062","resp2062","resp2062@example.com","hálózat","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","TL","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp2063","resp2063","resp2063","resp2063@example.com","hálózat","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","E","keleti régió","Üzleti irányítás","Hungarian (formal)"
"resp2064","resp2064","resp2064","resp2064@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp2065","resp2065","resp2065","resp2065@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","TL","központi régió","Végrehajtás","Hungarian (formal)"
"resp2066","resp2066","resp2066","resp2066@example.com","üzlet","VÁLLALATI VIGH","Levél Termékmenedzsment Ig.","TL","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp2067","resp2067","resp2067","resp2067@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","keleti régió","Végrehajtás","Hungarian (formal)"
"resp2068","resp2068","resp2068","resp2068@example.com","IT","-","Informatikai Vezérig-helyettesi ter.","E","nyugati régió","Szolgáltatás","Hungarian (formal)"
"resp2069","resp2069","resp2069","resp2069@example.com","hálózat","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","E","keleti régió","Üzleti irányítás","Hungarian (formal)"
"resp2070","resp2070","resp2070","resp2070@example.com","gazdálkodás","OPERÁCIÓS VIGH","Társasági Szolgáltatások Ig.","E","központi régió","Szolgáltatás","Hungarian (formal)"
"resp2071","resp2071","resp2071","resp2071@example.com","HR","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","E","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp2072","resp2072","resp2072","resp2072@example.com","IT","-","Informatikai Vezérig-helyettesi ter.","TL","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp2073","resp2073","resp2073","resp2073@example.com","üzlet","VÁLLALATI VIGH","Kiemelt Ügyfelek Értékesítési Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp2074","resp2074","resp2074","resp2074@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","TL","központi régió","Végrehajtás","Hungarian (formal)"
"resp2075","resp2075","resp2075","resp2075@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
